timestamp,COTAXE,CRICARE,BOCA DA VALA
2023-11-03 00:30:00,             ,195.6             ,             
2023-11-03 00:45:00,             ,195.52             ,             
2023-11-03 01:00:00,166             ,195.52             ,131             
2023-11-03 01:15:00,166             ,195.5             ,131             
2023-11-03 01:30:00,166             ,195.48             ,132             
2023-11-03 01:45:00,166             ,196.46             ,132             
2023-11-03 02:00:00,166             ,196.44             ,132             
2023-11-03 02:15:00,166             ,196.42             ,132             
2023-11-03 02:30:00,166             ,196.4             ,132             
2023-11-03 02:45:00,166             ,196.38             ,132             
2023-11-03 03:00:00,166             ,196.36             ,132             
2023-11-03 03:15:00,166             ,196.34             ,132             
2023-11-03 03:30:00,166             ,196.32             ,132             
2023-11-03 03:45:00,166             ,196.3             ,132             
2023-11-03 04:00:00,166             ,196.28             ,132             
2023-11-03 04:15:00,166             ,196.26             ,132             
2023-11-03 04:30:00,166             ,197.24             ,132             
2023-11-03 04:45:00,166             ,197.22             ,132             
2023-11-03 05:00:00,166             ,197.2             ,132             
2023-11-03 05:15:00,166             ,197.18             ,132             
2023-11-03 05:30:00,166             ,197.16             ,132             
2023-11-03 05:45:00,166             ,198.14             ,132             
2023-11-03 06:00:00,166             ,198.11             ,132             
2023-11-03 06:15:00,166             ,198.09             ,132             
2023-11-03 06:30:00,166             ,199.07             ,133             
2023-11-03 06:45:00,166             ,199.05             ,133             
2023-11-03 07:00:00,166             ,200.03             ,133             
2023-11-03 07:15:00,166             ,200.01             ,133             
2023-11-03 07:30:00,166             ,200.99             ,134             
2023-11-03 07:45:00,166             ,201.97             ,134             
2023-11-03 08:00:00,166             ,202.95             ,134             
2023-11-03 08:15:00,166             ,203.93             ,134             
2023-11-03 08:30:00,166             ,204.91             ,134             
2023-11-03 08:45:00,166             ,205.89             ,135             
2023-11-03 09:00:00,166             ,207.87             ,135             
2023-11-03 09:15:00,166             ,208.85             ,135             
2023-11-03 09:30:00,166             ,210.83             ,136             
2023-11-03 09:45:00,166             ,211.81             ,136             
2023-11-03 10:00:00,166             ,213.79             ,137             
2023-11-03 10:15:00,166             ,215.77             ,137             
2023-11-03 10:30:00,166             ,217.75             ,138             
2023-11-03 10:45:00,166             ,218.73             ,139             
2023-11-03 11:00:00,166             ,220.71             ,139             
2023-11-03 11:15:00,166             ,222.69             ,140             
2023-11-03 11:30:00,166             ,224.67             ,141             
2023-11-03 11:45:00,166             ,226.65             ,142             
2023-11-03 12:00:00,166             ,228.63             ,143             
2023-11-03 12:15:00,166             ,229.61             ,144             
2023-11-03 12:30:00,165             ,231.59             ,144             
2023-11-03 12:45:00,166             ,233.57             ,145             
2023-11-03 13:00:00,165             ,235.55             ,146             
2023-11-03 13:15:00,165             ,236.53             ,147             
2023-11-03 13:30:00,165             ,238.51             ,148             
2023-11-03 13:45:00,165             ,239.49             ,149             
2023-11-03 14:00:00,165             ,240.47             ,150             
2023-11-03 14:15:00,165             ,242.45             ,151             
2023-11-03 14:30:00,165             ,244.43             ,152             
2023-11-03 14:45:00,165             ,245.41             ,153             
2023-11-03 15:00:00,165             ,246.39             ,153             
2023-11-03 15:15:00,165             ,247.36             ,155             
2023-11-03 15:30:00,165             ,248.34             ,156             
2023-11-03 15:45:00,165             ,249.32             ,156             
2023-11-03 16:00:00,165             ,250.3             ,157             
2023-11-03 16:15:00,165             ,251.28             ,158             
2023-11-03 16:30:00,165             ,252.26             ,158             
2023-11-03 16:45:00,165             ,253.24             ,159             
2023-11-03 17:00:00,165             ,253.22             ,160             
2023-11-03 17:15:00,165             ,254.2             ,161             
2023-11-03 17:30:00,165             ,255.18             ,161             
2023-11-03 17:45:00,165             ,255.16             ,162             
2023-11-03 18:00:00,165             ,256.14             ,162             
2023-11-03 18:15:00,165             ,256.12             ,163             
2023-11-03 18:30:00,165             ,257.1             ,163             
2023-11-03 18:45:00,165             ,257.08             ,164             
2023-11-03 19:00:00,165             ,258.06             ,164             
2023-11-03 19:15:00,165             ,258.04             ,165             
2023-11-03 19:30:00,165             ,258.02             ,165             
2023-11-03 19:45:00,165             ,259             ,165             
2023-11-03 20:00:00,165             ,,166             
2023-11-03 20:15:00,165             ,,
2023-11-03 20:30:00,165             ,,
2023-11-03 20:45:00,165             ,,
2023-11-03 21:00:00,165             ,259.9             ,
2023-11-03 21:15:00,165             ,259.88             ,167             
2023-11-03 21:30:00,165             ,259.86             ,168             
2023-11-03 21:45:00,165             ,260.84             ,168             
2023-11-03 22:00:00,165             ,260.82             ,168             
2023-11-03 22:15:00,165             ,260.8             ,168             
2023-11-03 22:30:00,165             ,260.78             ,168             
2023-11-03 22:45:00,165             ,260.76             ,169             
2023-11-03 23:00:00,165             ,260.74             ,169             
2023-11-03 23:15:00,165             ,260.72             ,169             
2023-11-03 23:30:00,165             ,260.7             ,169             
2023-11-03 23:45:00,165             ,260.68             ,169             
2023-11-04 00:00:00,165             ,260.66             ,169             
2023-11-04 00:15:00,165             ,260.64             ,169             
2023-11-04 00:30:00,165             ,260.61             ,169             
2023-11-04 00:45:00,165             ,259.59             ,169             
2023-11-04 01:00:00,165             ,259.57             ,169             
2023-11-04 01:15:00,165             ,259.55             ,169             
2023-11-04 01:30:00,165             ,259.53             ,169             
2023-11-04 01:45:00,165             ,259.51             ,169             
2023-11-04 02:00:00,166             ,259.49             ,169             
2023-11-04 02:15:00,166             ,258.47             ,169             
2023-11-04 02:30:00,166             ,258.45             ,169             
2023-11-04 02:45:00,166             ,258.43             ,169             
2023-11-04 03:00:00,166             ,258.41             ,169             
2023-11-04 03:15:00,166             ,258.39             ,169             
2023-11-04 03:30:00,166             ,257.37             ,169             
2023-11-04 03:45:00,166             ,257.35             ,169             
2023-11-04 04:00:00,166             ,257.33             ,169             
2023-11-04 04:15:00,166             ,257.31             ,169             
2023-11-04 04:30:00,166             ,256.29             ,168             
2023-11-04 04:45:00,166             ,256.27             ,168             
2023-11-04 05:00:00,166             ,256.25             ,168             
2023-11-04 05:15:00,166             ,256.23             ,168             
2023-11-04 05:30:00,167             ,255.21             ,168             
2023-11-04 05:45:00,167             ,255.19             ,168             
2023-11-04 06:00:00,167             ,255.17             ,168             
2023-11-04 06:15:00,167             ,255.15             ,168             
2023-11-04 06:30:00,167             ,254.13             ,168             
2023-11-04 06:45:00,167             ,254.11             ,167             
2023-11-04 07:00:00,167             ,254.09             ,167             
2023-11-04 07:15:00,167             ,253.07             ,167             
2023-11-04 07:30:00,167             ,253.05             ,167             
2023-11-04 07:45:00,167             ,253.03             ,167             
2023-11-04 08:00:00,167             ,253.01             ,167             
2023-11-04 08:15:00,167             ,251.99             ,167             
2023-11-04 08:30:00,167             ,251.97             ,166             
2023-11-04 08:45:00,167             ,251.95             ,166             
2023-11-04 09:00:00,167             ,250.93             ,166             
2023-11-04 09:15:00,167             ,250.91             ,166             
2023-11-04 09:30:00,167             ,250.89             ,166             
2023-11-04 09:45:00,167             ,249.86             ,166             
2023-11-04 10:00:00,167             ,249.84             ,166             
2023-11-04 10:15:00,168             ,249.82             ,165             
2023-11-04 10:30:00,168             ,248.8             ,165             
2023-11-04 10:45:00,168             ,248.78             ,165             
2023-11-04 11:00:00,168             ,248.76             ,165             
2023-11-04 11:15:00,168             ,247.74             ,165             
2023-11-04 11:30:00,168             ,247.72             ,165             
2023-11-04 11:45:00,168             ,247.7             ,164             
2023-11-04 12:00:00,168             ,246.68             ,164             
2023-11-04 12:15:00,168             ,246.66             ,164             
2023-11-04 12:30:00,168             ,246.64             ,164             
2023-11-04 12:45:00,168             ,245.62             ,164             
2023-11-04 13:00:00,168             ,245.6             ,163             
2023-11-04 13:15:00,168             ,245.58             ,163             
2023-11-04 13:30:00,168             ,244.56             ,163             
2023-11-04 13:45:00,168             ,244.54             ,163             
2023-11-04 14:00:00,168             ,244.52             ,163             
2023-11-04 14:15:00,168             ,244.5             ,163             
2023-11-04 14:30:00,168             ,243.48             ,163             
2023-11-04 14:45:00,168             ,243.46             ,162             
2023-11-04 15:00:00,168             ,243.44             ,162             
2023-11-04 15:15:00,168             ,242.42             ,162             
2023-11-04 15:30:00,168             ,242.4             ,162             
2023-11-04 15:45:00,168             ,242.38             ,162             
2023-11-04 16:00:00,168             ,241.36             ,162             
2023-11-04 16:15:00,168             ,241.34             ,161             
2023-11-04 16:30:00,168             ,241.32             ,161             
2023-11-04 16:45:00,168             ,241.3             ,161             
2023-11-04 17:00:00,168             ,240.28             ,161             
2023-11-04 17:15:00,168             ,240.26             ,161             
2023-11-04 17:30:00,168             ,240.24             ,161             
2023-11-04 17:45:00,168             ,239.22             ,160             
2023-11-04 18:00:00,168             ,239.2             ,160             
2023-11-04 18:15:00,168             ,239.18             ,160             
2023-11-04 18:30:00,168             ,238.16             ,160             
2023-11-04 18:45:00,168             ,238.14             ,160             
2023-11-04 19:00:00,168             ,238.11             ,160             
2023-11-04 19:15:00,168             ,238.09             ,159             
2023-11-04 19:30:00,168             ,237.07             ,159             
2023-11-04 19:45:00,168             ,237.05             ,159             
2023-11-04 20:00:00,168             ,237.03             ,159             
2023-11-04 20:15:00,168             ,236.01             ,159             
2023-11-04 20:30:00,168             ,235.99             ,158             
2023-11-04 20:45:00,168             ,235.97             ,158             
2023-11-04 21:00:00,168             ,235.95             ,158             
2023-11-04 21:15:00,168             ,235.93             ,158             
2023-11-04 21:30:00,168             ,234.91             ,158             
2023-11-04 21:45:00,168             ,234.89             ,158             
2023-11-04 22:00:00,168             ,233.87             ,158             
2023-11-04 22:15:00,168             ,233.85             ,157             
2023-11-04 22:30:00,168             ,233.83             ,157             
2023-11-04 22:45:00,168             ,233.81             ,157             
2023-11-04 23:00:00,167             ,233.79             ,157             
2023-11-04 23:15:00,167             ,232.77             ,156             
2023-11-04 23:30:00,167             ,232.75             ,156             
2023-11-04 23:45:00,167             ,232.73             ,156             
2023-11-05 01:00:00,167             ,232.63             ,156             
2023-11-05 01:15:00,167             ,231.61             ,156             
2023-11-05 01:30:00,167             ,231.59             ,155             
2023-11-05 01:45:00,167             ,231.57             ,155             
2023-11-05 02:00:00,167             ,229.55             ,155             
2023-11-05 02:15:00,167             ,229.53             ,154             
2023-11-05 02:30:00,167             ,229.51             ,154             
2023-11-05 02:45:00,167             ,229.49             ,154             
2023-11-05 03:00:00,167             ,229.47             ,154             
2023-11-05 03:15:00,167             ,228.45             ,154             
2023-11-05 03:30:00,167             ,228.43             ,153             
2023-11-05 03:45:00,167             ,228.41             ,153             
2023-11-05 04:00:00,167             ,228.39             ,153             
2023-11-05 04:15:00,167             ,228.36             ,153             
2023-11-05 04:30:00,167             ,227.34             ,153             
2023-11-05 04:45:00,167             ,227.32             ,153             
2023-11-05 05:00:00,167             ,227.3             ,153             
2023-11-05 05:15:00,166             ,227.28             ,152             
2023-11-05 05:30:00,166             ,226.26             ,152             
2023-11-05 05:45:00,166             ,226.24             ,152             
2023-11-05 06:00:00,166             ,226.22             ,152             
2023-11-05 06:15:00,166             ,226.2             ,152             
2023-11-05 06:30:00,166             ,226.18             ,151             
2023-11-05 06:45:00,166             ,226.16             ,151             
2023-11-05 07:00:00,166             ,225.14             ,151             
2023-11-05 07:15:00,166             ,225.12             ,151             
2023-11-05 07:30:00,166             ,225.1             ,151             
2023-11-05 07:45:00,166             ,225.08             ,151             
2023-11-05 08:00:00,166             ,224.06             ,151             
2023-11-05 08:15:00,166             ,224.04             ,151             
2023-11-05 08:30:00,166             ,224.02             ,150             
2023-11-05 08:45:00,166             ,224             ,150             
2023-11-05 09:00:00,166             ,223.98             ,150             
2023-11-05 09:15:00,166             ,222.96             ,150             
2023-11-05 09:30:00,166             ,222.94             ,150             
2023-11-05 09:45:00,166             ,222.92             ,150             
2023-11-05 10:00:00,166             ,222.9             ,149             
2023-11-05 10:15:00,166             ,222.88             ,149             
2023-11-05 10:30:00,166             ,221.86             ,149             
2023-11-05 10:45:00,166             ,221.84             ,149             
2023-11-05 11:00:00,165             ,221.82             ,149             
2023-11-05 11:15:00,165             ,221.8             ,149             
2023-11-05 11:30:00,165             ,221.78             ,149             
2023-11-05 11:45:00,165             ,221.76             ,149             
2023-11-05 12:00:00,165             ,220.74             ,149             
2023-11-05 12:15:00,165             ,220.72             ,148             
2023-11-05 12:30:00,165             ,220.7             ,148             
2023-11-05 12:45:00,165             ,220.68             ,148             
2023-11-05 13:00:00,165             ,220.66             ,148             
2023-11-05 13:15:00,165             ,220.64             ,148             
2023-11-05 13:30:00,165             ,219.61             ,148             
2023-11-05 13:45:00,165             ,219.59             ,148             
2023-11-05 14:00:00,165             ,219.57             ,148             
2023-11-05 14:15:00,165             ,219.55             ,147             
2023-11-05 14:30:00,165             ,219.53             ,147             
2023-11-05 14:45:00,165             ,219.51             ,147             
2023-11-05 15:00:00,165             ,218.49             ,147             
2023-11-05 15:15:00,165             ,218.47             ,147             
2023-11-05 15:30:00,165             ,218.45             ,147             
2023-11-05 15:45:00,165             ,218.43             ,147             
2023-11-05 16:00:00,165             ,218.41             ,147             
2023-11-05 16:15:00,165             ,218.39             ,146             
2023-11-05 16:30:00,165             ,217.37             ,146             
2023-11-05 16:45:00,165             ,217.35             ,146             
2023-11-05 17:00:00,165             ,217.33             ,146             
2023-11-05 17:15:00,165             ,217.31             ,146             
2023-11-05 17:30:00,165             ,217.29             ,146             
2023-11-05 17:45:00,165             ,216.27             ,146             
2023-11-05 18:00:00,165             ,216.25             ,145             
2023-11-05 18:15:00,165             ,216.23             ,145             
2023-11-05 18:30:00,165             ,216.21             ,145             
2023-11-05 18:45:00,165             ,216.19             ,145             
2023-11-05 19:00:00,165             ,216.17             ,145             
2023-11-05 19:15:00,165             ,216.15             ,145             
2023-11-05 19:30:00,165             ,215.13             ,145             
2023-11-05 19:45:00,165             ,215.11             ,145             
2023-11-05 20:00:00,165             ,215.09             ,145             
2023-11-05 20:15:00,165             ,215.07             ,145             
2023-11-05 20:30:00,165             ,215.05             ,144             
2023-11-05 20:45:00,165             ,214.03             ,144             
2023-11-05 21:00:00,165             ,214.01             ,144             
2023-11-05 21:15:00,164             ,213.99             ,144             
2023-11-05 21:30:00,164             ,213.97             ,144             
2023-11-05 21:45:00,164             ,213.95             ,144             
2023-11-05 22:00:00,164             ,213.93             ,144             
2023-11-05 22:15:00,164             ,213.91             ,144             
2023-11-05 22:30:00,164             ,212.89             ,143             
2023-11-05 22:45:00,164             ,212.86             ,143             
2023-11-05 23:00:00,164             ,212.84             ,143             
2023-11-05 23:15:00,164             ,212.82             ,143             
2023-11-05 23:30:00,164             ,212.8             ,143             
2023-11-05 23:45:00,164             ,212.78             ,143             
2023-11-06 00:00:00,164             ,212.76             ,143             
2023-11-06 00:15:00,164             ,211.74             ,143             
2023-11-06 00:30:00,164             ,211.72             ,143             
2023-11-06 00:45:00,164             ,211.7             ,143             
2023-11-06 01:00:00,164             ,211.68             ,143             
2023-11-06 01:15:00,164             ,211.66             ,143             
2023-11-06 01:30:00,164             ,211.64             ,142             
2023-11-06 01:45:00,164             ,211.62             ,142             
2023-11-06 02:00:00,164             ,210.6             ,142             
2023-11-06 02:15:00,164             ,210.58             ,142             
2023-11-06 02:30:00,164             ,210.56             ,142             
2023-11-06 02:45:00,164             ,210.54             ,142             
2023-11-06 03:00:00,164             ,210.52             ,142             
2023-11-06 03:15:00,164             ,210.5             ,142             
2023-11-06 03:30:00,164             ,209.48             ,142             
2023-11-06 03:45:00,164             ,209.46             ,142             
2023-11-06 04:00:00,164             ,209.44             ,142             
2023-11-06 04:15:00,164             ,209.42             ,141             
2023-11-06 04:30:00,164             ,209.4             ,141             
2023-11-06 04:45:00,164             ,209.38             ,141             
2023-11-06 05:00:00,164             ,209.36             ,141             
2023-11-06 05:15:00,164             ,208.34             ,141             
2023-11-06 05:30:00,164             ,208.32             ,141             
2023-11-06 05:45:00,164             ,208.3             ,141             
2023-11-06 06:00:00,164             ,208.28             ,141             
2023-11-06 06:15:00,164             ,208.26             ,141             
2023-11-06 06:30:00,164             ,208.24             ,141             
2023-11-06 06:45:00,164             ,208.22             ,141             
2023-11-06 07:00:00,164             ,207.2             ,141             
2023-11-06 07:15:00,164             ,207.18             ,140             
2023-11-06 07:30:00,164             ,207.16             ,140             
2023-11-06 07:45:00,164             ,207.14             ,140             
2023-11-06 08:00:00,164             ,207.11             ,140             
2023-11-06 08:15:00,164             ,207.09             ,140             
2023-11-06 08:30:00,164             ,207.07             ,140             
2023-11-06 08:45:00,164             ,207.05             ,140             
2023-11-06 09:00:00,164             ,206.03             ,140             
2023-11-06 09:15:00,164             ,206.01             ,140             
2023-11-06 09:30:00,164             ,205.99             ,140             
2023-11-06 09:45:00,164             ,205.97             ,140             
2023-11-06 10:00:00,164             ,205.95             ,140             
2023-11-06 10:15:00,164             ,205.93             ,140             
2023-11-06 10:30:00,164             ,205.91             ,140             
2023-11-06 10:45:00,164             ,204.89             ,140             
2023-11-06 11:00:00,164             ,204.87             ,140             
2023-11-06 11:15:00,164             ,204.85             ,139             
2023-11-06 11:30:00,164             ,204.83             ,140             
2023-11-06 11:45:00,164             ,204.81             ,140             
2023-11-06 12:00:00,164             ,204.79             ,140             
2023-11-06 12:15:00,164             ,204.77             ,140             
2023-11-06 12:30:00,164             ,204.75             ,140             
2023-11-06 12:45:00,164             ,203.73             ,139             
2023-11-06 13:00:00,164             ,203.71             ,139             
2023-11-06 13:15:00,164             ,203.69             ,139             
2023-11-06 13:30:00,164             ,203.67             ,139             
2023-11-06 13:45:00,164             ,203.65             ,139             
2023-11-06 14:00:00,164             ,203.63             ,139             
2023-11-06 14:15:00,164             ,202.61             ,139             
2023-11-06 14:30:00,164             ,202.59             ,139             
2023-11-06 14:45:00,164             ,202.57             ,139             
2023-11-06 15:00:00,164             ,202.55             ,139             
2023-11-06 15:15:00,164             ,202.53             ,139             
2023-11-06 15:30:00,164             ,202.51             ,139             
2023-11-06 15:45:00,164             ,202.49             ,138             
2023-11-06 16:00:00,164             ,201.47             ,138             
2023-11-06 16:15:00,164             ,201.45             ,138             
2023-11-06 16:30:00,164             ,201.43             ,137             
2023-11-06 16:45:00,164             ,201.41             ,137             
2023-11-06 17:00:00,163             ,201.39             ,137             
2023-11-06 17:15:00,163             ,201.36             ,137             
2023-11-06 17:30:00,163             ,200.34             ,137             
2023-11-06 17:45:00,163             ,200.32             ,137             
2023-11-06 18:00:00,163             ,200.3             ,137             
2023-11-06 18:15:00,163             ,200.28             ,137             
2023-11-06 18:30:00,163             ,200.26             ,136             
2023-11-06 18:45:00,163             ,200.24             ,136             
2023-11-06 19:00:00,163             ,200.22             ,136             
2023-11-06 19:15:00,163             ,200.2             ,136             
2023-11-06 19:30:00,163             ,200.18             ,136             
2023-11-06 19:45:00,163             ,199.16             ,136             
2023-11-06 20:00:00,163             ,199.14             ,136             
2023-11-06 20:15:00,163             ,199.12             ,136             
2023-11-06 20:30:00,163             ,199.1             ,136             
2023-11-06 20:45:00,163             ,199.08             ,136             
2023-11-06 21:00:00,163             ,199.06             ,136             
2023-11-06 21:15:00,163             ,199.04             ,136             
2023-11-06 21:30:00,163             ,199.02             ,135             
2023-11-06 21:45:00,163             ,199             ,135             
2023-11-06 22:00:00,163             ,197.98             ,135             
2023-11-06 22:15:00,163             ,197.96             ,135             
2023-11-06 22:30:00,163             ,197.94             ,135             
2023-11-06 22:45:00,163             ,197.92             ,135             
2023-11-06 23:00:00,163             ,197.9             ,135             
2023-11-06 23:15:00,163             ,197.88             ,135             
2023-11-06 23:30:00,163             ,197.86             ,135             
2023-11-06 23:45:00,163             ,197.84             ,135             
2023-11-07 00:00:00,163             ,197.82             ,135             
2023-11-07 00:15:00,163             ,197.8             ,135             
2023-11-07 00:30:00,163             ,196.78             ,135             
2023-11-07 00:45:00,163             ,196.76             ,135             
2023-11-07 01:00:00,163             ,196.74             ,135             
2023-11-07 01:15:00,163             ,196.72             ,135             
2023-11-07 01:30:00,163             ,196.7             ,134             
2023-11-07 01:45:00,163             ,196.68             ,134             
2023-11-07 02:00:00,163             ,196.66             ,134             
2023-11-07 02:15:00,163             ,196.64             ,134             
2023-11-07 02:30:00,163             ,196.61             ,134             
2023-11-07 02:45:00,163             ,196.59             ,134             
2023-11-07 03:00:00,163             ,195.57             ,134             
2023-11-07 03:15:00,163             ,195.55             ,134             
2023-11-07 03:30:00,163             ,195.53             ,134             
2023-11-07 03:45:00,163             ,195.51             ,134             
2023-11-07 04:00:00,163             ,195.49             ,134             
2023-11-07 04:15:00,163             ,195.47             ,134             
2023-11-07 04:30:00,163             ,195.45             ,134             
2023-11-07 04:45:00,163             ,195.43             ,134             
2023-11-07 05:00:00,163             ,195.41             ,134             
2023-11-07 05:15:00,163             ,195.39             ,134             
2023-11-07 05:30:00,163             ,195.37             ,134             
2023-11-07 05:45:00,163             ,194.35             ,134             
2023-11-07 06:00:00,163             ,194.33             ,134             
2023-11-07 06:15:00,163             ,194.31             ,133             
2023-11-07 06:30:00,163             ,194.29             ,134             
2023-11-07 06:45:00,163             ,194.27             ,134             
2023-11-07 07:00:00,163             ,194.25             ,134             
2023-11-07 07:15:00,163             ,194.23             ,134             
2023-11-07 07:30:00,163             ,194.21             ,134             
2023-11-07 07:45:00,163             ,194.19             ,134             
2023-11-07 08:00:00,163             ,193.17             ,134             
2023-11-07 08:15:00,163             ,193.15             ,133             
2023-11-07 08:30:00,163             ,193.13             ,133             
2023-11-07 08:45:00,163             ,193.11             ,133             
2023-11-07 09:00:00,163             ,193.09             ,133             
2023-11-07 09:15:00,163             ,193.07             ,133             
2023-11-07 09:30:00,163             ,193.05             ,133             
2023-11-07 09:45:00,163             ,193.03             ,133             
2023-11-07 10:00:00,163             ,193.01             ,133             
2023-11-07 10:15:00,163             ,192.99             ,133             
2023-11-07 10:30:00,163             ,192.97             ,133             
2023-11-07 10:45:00,163             ,192.95             ,133             
2023-11-07 11:00:00,163             ,192.93             ,133             
2023-11-07 11:15:00,163             ,191.91             ,             
2023-11-07 11:30:00,163             ,191.89             ,             
2023-11-07 11:45:00,163             ,191.86             ,             
2023-11-07 12:00:00,163             ,191.84             ,             
2023-11-07 12:15:00,163             ,191.82             ,131             
2023-11-07 12:30:00,163             ,191.8             ,             
2023-11-07 12:45:00,163             ,191.78             ,             
2023-11-07 13:00:00,163             ,191.76             ,             
2023-11-07 13:15:00,163             ,191.74             ,131             
2023-11-07 13:30:00,163             ,191.72             ,131             
2023-11-07 13:45:00,163             ,191.7             ,131             
2023-11-07 14:00:00,163             ,191.68             ,131             
2023-11-07 14:15:00,163             ,191.66             ,131             
2023-11-07 14:30:00,163             ,191.64             ,131             
2023-11-07 14:45:00,163             ,191.62             ,132             
2023-11-07 15:00:00,163             ,191.6             ,132             
2023-11-07 15:15:00,163             ,191.58             ,131             
2023-11-07 15:30:00,163             ,191.56             ,131             
2023-11-07 15:45:00,163             ,191.54             ,131             
2023-11-07 16:00:00,163             ,190.52             ,130             
2023-11-07 16:15:00,163             ,190.5             ,130             
2023-11-07 16:30:00,163             ,190.48             ,130             
2023-11-07 16:45:00,163             ,190.46             ,130             
2023-11-07 17:00:00,163             ,190.44             ,130             
2023-11-07 17:15:00,163             ,190.42             ,130             
2023-11-07 17:30:00,163             ,190.4             ,130             
2023-11-07 17:45:00,163             ,190.38             ,130             
2023-11-07 18:00:00,163             ,190.36             ,130             
2023-11-07 18:15:00,163             ,190.34             ,130             
2023-11-07 18:30:00,163             ,190.32             ,130             
2023-11-07 18:45:00,163             ,190.3             ,130             
2023-11-07 19:00:00,163             ,190.28             ,130             
2023-11-07 19:15:00,163             ,190.26             ,129             
2023-11-07 19:30:00,163             ,190.24             ,130             
2023-11-07 19:45:00,163             ,190.22             ,129             
2023-11-07 20:00:00,163             ,190.2             ,129             
2023-11-07 20:15:00,163             ,190.18             ,129             
2023-11-07 20:30:00,163             ,190.16             ,129             
2023-11-07 20:45:00,163             ,190.14             ,129             
2023-11-07 21:00:00,163             ,190.11             ,129             
2023-11-07 21:15:00,163             ,190.09             ,129             
2023-11-07 21:30:00,163             ,190.07             ,129             
2023-11-07 21:45:00,163             ,190.05             ,129             
2023-11-07 22:00:00,163             ,189.03             ,129             
2023-11-07 22:15:00,163             ,189.01             ,129             
2023-11-07 22:30:00,163             ,188.99             ,129             
2023-11-07 22:45:00,163             ,188.97             ,129             
2023-11-07 23:00:00,163             ,188.95             ,129             
2023-11-07 23:15:00,163             ,188.93             ,129             
2023-11-07 23:30:00,163             ,188.91             ,129             
2023-11-07 23:45:00,163             ,188.89             ,129             
2023-11-08 00:00:00,163             ,188.87             ,129             
2023-11-08 00:15:00,164             ,188.85             ,129             
2023-11-08 00:30:00,164             ,188.83             ,129             
2023-11-08 00:45:00,164             ,188.81             ,129             
2023-11-08 01:00:00,164             ,188.79             ,129             
2023-11-08 01:15:00,164             ,188.77             ,129             
2023-11-08 01:30:00,164             ,188.75             ,129             
2023-11-08 01:45:00,164             ,188.73             ,129             
2023-11-08 02:00:00,164             ,188.71             ,129             
2023-11-08 02:15:00,164             ,188.69             ,129             
2023-11-08 02:30:00,164             ,187.67             ,129             
2023-11-08 02:45:00,164             ,187.65             ,129             
2023-11-08 03:00:00,164             ,187.63             ,129             
2023-11-08 03:15:00,164             ,187.61             ,129             
2023-11-08 03:30:00,164             ,187.59             ,129             
2023-11-08 03:45:00,164             ,187.57             ,129             
2023-11-08 04:00:00,164             ,187.55             ,129             
2023-11-08 04:15:00,164             ,187.53             ,129             
2023-11-08 04:30:00,164             ,187.51             ,129             
